Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_15_836.jpg;0;0;1;0.3542682;103.8197;93.97088;358.3379;94.37225;359.9741
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_15_903.jpg;0;0;0;0.1543359;103.8194;93.97122;357.7426;94.2243;0.05172937
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_15_969.jpg;0;0;0;0.08274532;103.8195;93.97136;357.5914;94.21823;0.0393895
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_035.jpg;0;0;0;-0.03462614;103.8195;93.9715;357.7534;94.23108;359.9788
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_103.jpg;0;0;0;-0.1234791;103.8194;93.97155;358.3827;94.23691;359.9932
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_170.jpg;0;0;0;-0.2037222;103.8194;93.9714;359.1064;94.23871;0.006779404
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_235.jpg;0;0;0;-0.2089632;103.8195;93.97111;359.8073;94.23868;0.01069149
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_303.jpg;0;0;0;-0.1943941;103.8195;93.97079;0.654957;94.23795;0.002764531
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_370.jpg;-1.497122;0;0;-0.1634011;103.8195;93.97061;1.172475;94.05914;359.973
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_436.jpg;-4.525708;0;0;-0.1172868;103.8194;93.97044;1.518286;93.4249;359.9923
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_503.jpg;-7.502221;0;0;-0.01718809;103.8203;93.97017;1.523288;91.83212;359.991
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_570.jpg;-10.52581;0;0;0.05485872;103.8205;93.97012;1.242559;90.03387;359.9857
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_636.jpg;-13.52441;0;0;0.1056045;103.8205;93.97023;0.8917462;87.78298;359.967
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_703.jpg;-15;0;0;0.1034055;103.8205;93.97041;0.445366;84.18301;359.9093
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_769.jpg;-15;0;0;0.09913094;103.8204;93.97053;0.1351606;81.48279;359.8387
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_837.jpg;-15;0;0;0.09085064;103.8204;93.97064;359.8525;78.78221;359.7508
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_902.jpg;-15;0.09721508;0;0.08306675;103.8203;93.97153;359.5389;76.96574;359.6489
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_16_969.jpg;-12.00347;0.2969839;0;0.09202221;103.8208;93.97403;359.3888;76.94125;359.6084
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_17_035.jpg;-9.011093;0.4964755;0;0.09819098;103.822;93.97874;359.3268;76.81342;359.5913
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_17_103.jpg;-6.012559;0.6963778;0;0.1466575;103.8253;93.99067;359.399;76.80103;359.5795
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_17_169.jpg;-3.010043;0.8965455;0;0.1474595;103.8284;94.00266;359.5284;76.81483;359.5824
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_17_233.jpg;-0.001696274;1;0;0.2289307;103.8326;94.01993;359.7734;76.96732;359.5984
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_17_299.jpg;0;1;0;0.2677588;103.8375;94.04118;0.09275933;77.04032;359.6235
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_17_366.jpg;0;1;0;0.316317;103.845;94.07512;0.5935984;77.11;359.6776
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_17_432.jpg;0;1;0;0.3727888;103.8513;94.10433;0.9729564;77.12135;359.7648
C:\Users\rochester\Documents\UDAsity\Windows_Roversim\recorded\IMG\robocam_2017_10_08_23_51_17_503.jpg;0;1;0;0.4233365;103.8591;94.14396;1.295693;77.01951;0.01983614
